id	population	place	location
31014	7843	Yeongtong-gu	31014 Yeongtong-gu
3101451	823	Maetan 1(il)-dong	3101451 Maetan 1(il)-dong
3101452	534	Maetan 2(i)-dong	3101452 Maetan 2(i)-dong
3101453	955	Maetan 3(sam)-dong	3101453 Maetan 3(sam)-dong
3101454	433	Maetan 4(sa)-dong	3101454 Maetan 4(sa)-dong
3101457	1746	Yeongtong 1(il)-dong	3101457 Yeongtong 1(il)-dong
3101458	954	Yeongtong 2(i)-dong	3101458 Yeongtong 2(i)-dong
3101459	457	Taejang-dong	3101459 Taejang-dong
3101460	1089	Woncheon-dong	3101460 Woncheon-dong
3101462	622	Gwoanggyo 1(il)-dong	3101462 Gwoanggyo 1(il)-dong
3101463	230	Gwoanggyo 2(i)-dong	3101463 Gwoanggyo 2(i)-dong
31020	23313	Seongnam-si	31020 Seongnam-si
31021	13008	Sujeong-gu	31021 Sujeong-gu
3102151	1370	Sinheung 1(il)-dong	3102151 Sinheung 1(il)-dong
3102152	297	Sinheung 2(i)-dong	3102152 Sinheung 2(i)-dong
3102153	688	Sinheung 3(sam)-dong	3102153 Sinheung 3(sam)-dong
3102154	1728	Taepyeong 1(il)-dong	3102154 Taepyeong 1(il)-dong
3102155	416	Taepyeong 2(i)-dong	3102155 Taepyeong 2(i)-dong
3102156	871	Taepyeong 3(sam)-dong	3102156 Taepyeong 3(sam)-dong
3102157	231	Taepyeong 4(sa)-dong	3102157 Taepyeong 4(sa)-dong
3102158	3049	Sujin 1(il)-dong	3102158 Sujin 1(il)-dong
3102159	2865	Sujin 2(i)-dong	3102159 Sujin 2(i)-dong
3102160	129	Dandae-dong	3102160 Dandae-dong
3102161	305	Sanseong-dong	3102161 Sanseong-dong
3102162	172	Yangji-dong	3102162 Yangji-dong
3102163	691	Bokjeong-dong	3102163 Bokjeong-dong
3102164	32	Sinchon-dong	3102164 Sinchon-dong
3102165	27	Godeung-dong	3102165 Godeung-dong
3102166	137	Siheung-dong	3102166 Siheung-dong
31022	4783	Jungwon-gu	31022 Jungwon-gu
3102251	909	Seongnam-dong	3102251 Seongnam-dong
3102253	549	Geumgwang 1(il)-dong	3102253 Geumgwang 1(il)-dong
3102254	442	Geumgwang 2(i)-dong	3102254 Geumgwang 2(i)-dong
3102255	80	Eunhaeng 1(il)-dong	3102255 Eunhaeng 1(il)-dong
3102256	233	Eunhaeng 2(i)-dong	3102256 Eunhaeng 2(i)-dong
3102257	674	Sangdaewon 1(il)-dong	3102257 Sangdaewon 1(il)-dong
3102258	440	Sangdaewon 2(i)-dong	3102258 Sangdaewon 2(i)-dong
3102259	295	Sangdaewon 3(sam)-dong	3102259 Sangdaewon 3(sam)-dong
3102260	215	Hadaewon-dong	3102260 Hadaewon-dong
3102261	126	Dochon-dong	3102261 Dochon-dong
3102262	820	Jungang-dong	3102262 Jungang-dong
31023	5522	Bundang-gu	31023 Bundang-gu
3102351	200	Bundang-dong	3102351 Bundang-dong
3102352	84	Sunae 3(sam)-dong	3102352 Sunae 3(sam)-dong
3102353	340	Sunae 1(il)-dong	3102353 Sunae 1(il)-dong
3102354	64	Sunae 2(i)-dong	3102354 Sunae 2(i)-dong
3102355	128	Jeongja 2(i)-dong	3102355 Jeongja 2(i)-dong
3102356	147	Jeongja 3(sam)-dong	3102356 Jeongja 3(sam)-dong
3102358	516	Seohyeon 1(il)-dong	3102358 Seohyeon 1(il)-dong
3102359	91	Seohyeon 2(i)-dong	3102359 Seohyeon 2(i)-dong
3102360	240	Imae 1(il)-dong	3102360 Imae 1(il)-dong
3102361	76	Imae 2(i)-dong	3102361 Imae 2(i)-dong
3102362	201	Yatap 1(il)-dong	3102362 Yatap 1(il)-dong
3102363	221	Yatap 3(sam)-dong	3102363 Yatap 3(sam)-dong
3102364	119	Yatap 2(i)-dong	3102364 Yatap 2(i)-dong
3102367	329	Gumi-dong	3102367 Gumi-dong
3102368	363	Unjung-dong	3102368 Unjung-dong
3102371	404	Geumgok-dong	3102371 Geumgok-dong
3102372	206	Gumi 1(il)-dong	3102372 Gumi 1(il)-dong
3102374	197	Sampyeong-dong	3102374 Sampyeong-dong
3102375	208	Pangyo-dong	3102375 Pangyo-dong
3102376	235	Baekhyeon-dong	3102376 Baekhyeon-dong
3102377	924	Jeongja 1(il)-dong	3102377 Jeongja 1(il)-dong
3102378	229	Jeongja-dong	3102378 Jeongja-dong
31030	4872	Uijeongbu-si	31030 Uijeongbu-si
3103051	651	Uijeongbu 1(il)-dong	3103051 Uijeongbu 1(il)-dong
3103052	478	Uijeongbu 2(i)-dong	3103052 Uijeongbu 2(i)-dong
3103053	296	Uijeongbu 3(sam)-dong	3103053 Uijeongbu 3(sam)-dong
3103055	454	Howon 1(il)-dong	3103055 Howon 1(il)-dong
3103056	135	Jangam-dong	3103056 Jangam-dong
3103057	282	Singok 1(il)-dong	3103057 Singok 1(il)-dong
3103058	260	Singok 2(i)-dong	3103058 Singok 2(i)-dong
3103059	460	Songsan 1(il)-dong	3103059 Songsan 1(il)-dong
3103060	294	Jageum-dong	3103060 Jageum-dong
3103061	460	Ganeung 1(il)-dong	3103061 Ganeung 1(il)-dong
3103062	139	Ganeung 2(i)-dong	3103062 Ganeung 2(i)-dong
3103063	184	Ganeung 3(sam)-dong	3103063 Ganeung 3(sam)-dong
3103064	286	Nogyang-dong	3103064 Nogyang-dong
3103065	199	Howon 2(i)-dong	3103065 Howon 2(i)-dong
3103066	294	Songsan 2(i)-dong	3103066 Songsan 2(i)-dong
31040	9425	Anyang-si	31040 Anyang-si
31041	6557	Manan-gu	31041 Manan-gu
3104151	135	Anyang 1(il)-dong	3104151 Anyang 1(il)-dong
3104152	1142	Anyang 2(i)-dong	3104152 Anyang 2(i)-dong
3104153	1013	Anyang 3(sam)-dong	3104153 Anyang 3(sam)-dong
3104154	397	Anyang 4(sa)-dong	3104154 Anyang 4(sa)-dong
3104155	684	Anyang 5(o)-dong	3104155 Anyang 5(o)-dong
3104156	642	Anyang 6(yuk)-dong	3104156 Anyang 6(yuk)-dong
3104157	189	Anyang 7(chil)-dong	3104157 Anyang 7(chil)-dong
3104158	508	Anyang 8(pal)-dong	3104158 Anyang 8(pal)-dong
3104159	95	Anyang 9(gu)-dong	3104159 Anyang 9(gu)-dong
3104160	138	Seoksu 1(il)-dong	3104160 Seoksu 1(il)-dong
3104161	557	Seoksu 2(i)-dong	3104161 Seoksu 2(i)-dong
3104162	95	Seoksu 3(sam)-dong	3104162 Seoksu 3(sam)-dong
3104163	857	Bakdal 1(il)-dong	3104163 Bakdal 1(il)-dong
3104164	105	Bakdal 2(i)-dong	3104164 Bakdal 2(i)-dong
31042	2868	Dongan-gu	31042 Dongan-gu
3104251	120	Bisan 1(il)-dong	3104251 Bisan 1(il)-dong
3104252	46	Bisan 2(i)-dong	3104252 Bisan 2(i)-dong
3104253	162	Bisan 3(sam)-dong	3104253 Bisan 3(sam)-dong
3104254	54	Buheung-dong	3104254 Buheung-dong
3104255	90	Daran-dong	3104255 Daran-dong
3104256	334	Gwanyang 1(il)-dong	3104256 Gwanyang 1(il)-dong
3104257	522	Gwanyang 2(i)-dong	3104257 Gwanyang 2(i)-dong
3104258	322	Burim-dong	3104258 Burim-dong
3104259	72	Pyeongchon-dong	3104259 Pyeongchon-dong
3104260	75	Pyeongan-dong	3104260 Pyeongan-dong
3104261	52	Gwiin-dong	3104261 Gwiin-dong
3104262	350	Hogye 1(il)-dong	3104262 Hogye 1(il)-dong
3104263	235	Hogye 2(i)-dong	3104263 Hogye 2(i)-dong
3104264	211	Hogye 3(sam)-dong	3104264 Hogye 3(sam)-dong
3104265	102	Beomgye-dong	3104265 Beomgye-dong
3104266	46	Sinchon-dong	3104266 Sinchon-dong
3104267	75	Galsan-dong	3104267 Galsan-dong
31050	24756	Bucheon-si	31050 Bucheon-si
31051	12727	Wonmi-gu	31051 Wonmi-gu
3105151	846	Simgok 1(il)-dong	3105151 Simgok 1(il)-dong
3105152	1560	Simgok 2(i)-dong	3105152 Simgok 2(i)-dong
3105153	748	Simgok 3(sam)-dong	3105153 Simgok 3(sam)-dong
3105154	615	Wonmi 1(il)-dong	3105154 Wonmi 1(il)-dong
3105155	673	Wonmi 2(i)-dong	3105155 Wonmi 2(i)-dong
3105156	1359	Sosa-dong	3105156 Sosa-dong
3105157	326	Yeokgok 1(il)-dong	3105157 Yeokgok 1(il)-dong
3105158	674	Yeokgok 2(i)-dong	3105158 Yeokgok 2(i)-dong
3105159	860	Chunui-dong	3105159 Chunui-dong
3105160	1759	Dodang-dong	3105160 Dodang-dong
3105161	310	Yakdae-dong	3105161 Yakdae-dong
3105162	617	Jung-dong	3105162 Jung-dong
3105163	272	Jung 1(il)-dong	3105163 Jung 1(il)-dong
3105164	176	Jung 2(i)-dong	3105164 Jung 2(i)-dong
3105165	263	Jung 3(sam)-dong	3105165 Jung 3(sam)-dong
3105166	188	Jung 4(sa)-dong	3105166 Jung 4(sa)-dong
3105167	1062	Sang-dong	3105167 Sang-dong
3105168	125	Sang 1(il)-dong	3105168 Sang 1(il)-dong
3105169	136	Sang 2(il)-dong	3105169 Sang 2(il)-dong
3105170	158	Sang 3(sam)-dong	3105170 Sang 3(sam)-dong
31052	7679	Sosa-gu	31052 Sosa-gu
3105251	1676	Simgokbon 1(il)-dong	3105251 Simgokbon 1(il)-dong
3105252	2067	Simgokbon-dong	3105252 Simgokbon-dong
3105255	480	Sosabon 3(sam)-dong	3105255 Sosabon 3(sam)-dong
3105256	97	Beombak-dong	3105256 Beombak-dong
3105257	297	Goean-dong	3105257 Goean-dong
3105258	833	Yeokgok 3(sam)-dong	3105258 Yeokgok 3(sam)-dong
3105259	354	Songnae 1(il)-dong	3105259 Songnae 1(il)-dong
3105260	485	Songnae 2(i)-dong	3105260 Songnae 2(i)-dong
3105261	1390	Sosabon-dong	3105261 Sosabon-dong
31053	4350	Ojeong-gu	31053 Ojeong-gu
3105351	524	Seonggok-dong	3105351 Seonggok-dong
3105352	227	Wonjong 1(il)-dong	3105352 Wonjong 1(il)-dong
3105353	240	Wonjong 2(i)-dong	3105353 Wonjong 2(i)-dong
3105354	321	Gogangbon-dong	3105354 Gogangbon-dong
3105355	183	Gogang 1(il)-dong	3105355 Gogang 1(il)-dong
3105356	468	Ojeong-dong	3105356 Ojeong-dong
3105357	2387	Sinheung-dong	3105357 Sinheung-dong
31060	7124	Gwangmyeong-si	31060 Gwangmyeong-si
3106051	249	Gwangmyeong 1(il)-dong	3106051 Gwangmyeong 1(il)-dong
3106052	966	Gwangmyeong 2(i)-dong	3106052 Gwangmyeong 2(i)-dong
3106053	1354	Gwangmyeong 3(sam)-dong	3106053 Gwangmyeong 3(sam)-dong
3106054	926	Gwangmyeong 4(sa)-dong	3106054 Gwangmyeong 4(sa)-dong
3106055	489	Gwangmyeong 5(o)-dong	3106055 Gwangmyeong 5(o)-dong
3106056	245	Gwangmyeong 6(yuk)-dong	3106056 Gwangmyeong 6(yuk)-dong
3106057	510	Gwangmyeong 7(chil)-dong	3106057 Gwangmyeong 7(chil)-dong
3106058	77	Cheolsan 1(il)-dong	3106058 Cheolsan 1(il)-dong
3106059	484	Cheolsan 2(i)-dong	3106059 Cheolsan 2(i)-dong
3106060	237	Cheolsan 3(sam)-dong	3106060 Cheolsan 3(sam)-dong
3106061	278	Cheolsan 4(sa)-dong	3106061 Cheolsan 4(sa)-dong
3106062	374	Haan 1(il)-dong	3106062 Haan 1(il)-dong
3106063	137	Haan 2(i)-dong	3106063 Haan 2(i)-dong
3106064	180	Haan 3(sam)-dong	3106064 Haan 3(sam)-dong
3106065	77	Haan 4(sa)-dong	3106065 Haan 4(sa)-dong
3106066	171	Soha 1(il)-dong	3106066 Soha 1(il)-dong
3106067	228	Soha 2(i)-dong	3106067 Soha 2(i)-dong
3106068	142	Hagon-dong	3106068 Hagon-dong
31070	22661	Pyeongtaek-si	31070 Pyeongtaek-si
3107011	1361	Paengseong-eup	3107011 Paengseong-eup
3107012	1852	Anjung-eup	3107012 Anjung-eup
3107013	3320	Poseung-eup	3107013 Poseung-eup
3107031	763	Jinwi-myeon	3107031 Jinwi-myeon
3107032	1558	Seotan-myeon	3107032 Seotan-myeon
3107033	586	Godeok-myeon	3107033 Godeok-myeon
3107034	482	Oseong-myeon	3107034 Oseong-myeon
3107035	2008	Cheongbuk-myeon	3107035 Cheongbuk-myeon
3107037	119	Hyeondeok-myeon	3107037 Hyeondeok-myeon
3107051	870	Jungang-dong	3107051 Jungang-dong
3107052	950	Seojeong-dong	3107052 Seojeong-dong
3107053	890	Songtan-dong	3107053 Songtan-dong
3107055	494	Jisan-dong	3107055 Jisan-dong
3107056	767	Songbuk-dong	3107056 Songbuk-dong
3107057	568	Sinjang 1(il)-dong	3107057 Sinjang 1(il)-dong
3107058	432	Sinjang 2(i)-dong	3107058 Sinjang 2(i)-dong
3107059	1155	Sinpyeong-dong	3107059 Sinpyeong-dong
3107060	1013	Wonpyeong-dong	3107060 Wonpyeong-dong
3107061	983	Tongbok-dong	3107061 Tongbok-dong
3107062	787	Bijeon 1(il)-dong	3107062 Bijeon 1(il)-dong
3107063	979	Bijeon 2(i)-dong	3107063 Bijeon 2(i)-dong
3107064	724	Segyo-dong	3107064 Segyo-dong
31080	3862	Dongducheon-si	31080 Dongducheon-si
3108051	199	Saengyeon 1(il)-dong	3108051 Saengyeon 1(il)-dong
3108052	184	Saengyeon 2(i)-dong	3108052 Saengyeon 2(i)-dong
3108053	490	Jungang-dong	3108053 Jungang-dong
3108055	945	Bosan-dong	3108055 Bosan-dong
3108056	515	Bulhyeon-dong	3108056 Bulhyeon-dong
3108058	882	Soyo-dong	3108058 Soyo-dong
3108060	290	Sangpae-dong	3108060 Sangpae-dong
3108061	357	Songnae-dong	3108061 Songnae-dong
31090	64244	Ansan-si	31090 Ansan-si
31091	12172	Sangnok-gu	31091 Sangnok-gu
3109151	770	Il-dong	3109151 Il-dong
3109152	1170	Sa 1(il)-dong	3109152 Sa 1(il)-dong
3109153	472	Sa 2(i)-dong	3109153 Sa 2(i)-dong
3109154	1309	Bono 1(il)-dong	3109154 Bono 1(il)-dong
3109155	654	Bono 2(i)-dong	3109155 Bono 2(i)-dong
3109156	1206	Bono 3(sam)-dong	3109156 Bono 3(sam)-dong
3109157	366	Bugok-dong	3109157 Bugok-dong
3109158	608	Wolpi-dong	3109158 Wolpi-dong
3109162	87	Seongpo-dong	3109162 Seongpo-dong
3109171	429	Banwol-dong	3109171 Banwol-dong
3109173	197	Ansan-dong	3109173 Ansan-dong
3109174	2883	I-dong	3109174 I-dong
3109175	2021	Sa 3(sam)-dong	3109175 Sa 3(sam)-dong
31092	52072	Danwon-gu	31092 Danwon-gu
3109259	1534	Wa-dong	3109259 Wa-dong
3109260	496	Gojan 1(il)-dong	3109260 Gojan 1(il)-dong
3109261	321	Gojan 2(i)-dong	3109261 Gojan 2(i)-dong
3109263	25907	Wongokbon-dong	3109263 Wongokbon-dong
3109264	6273	Wongok 1(il)-dong	3109264 Wongok 1(il)-dong
3109265	215	Wongok 2(i)-dong	3109265 Wongok 2(i)-dong
3109266	8175	Choji-dong	3109266 Choji-dong
3109268	995	Seonbu 1(il)-dong	3109268 Seonbu 1(il)-dong
3109269	6582	Seonbu 2(i)-dong	3109269 Seonbu 2(i)-dong
3109270	1084	Seonbu 3(sam)-dong	3109270 Seonbu 3(sam)-dong
3109272	110	Daebu-dong	3109272 Daebu-dong
3109273	380	Hosu-dong	3109273 Hosu-dong
31100	16349	Goyang-si	31100 Goyang-si
31101	6150	Deogyang-gu	31101 Deogyang-gu
3110151	399	Jugyo-dong	3110151 Jugyo-dong
3110152	183	Wonsin-dong	3110152 Wonsin-dong
3110153	283	Heungdo-dong	3110153 Heungdo-dong
3110154	614	Seongsa 1(il)-dong	3110154 Seongsa 1(il)-dong
3110155	61	Seongsa 2(i)-dong	3110155 Seongsa 2(i)-dong
3110156	32	Hyoja-dong	3110156 Hyoja-dong
3110157	128	Sindo-dong	3110157 Sindo-dong
3110158	171	Changneung-dong	3110158 Changneung-dong
3110159	374	Goyang-dong	3110159 Goyang-dong
3110160	761	Gwansan-dong	3110160 Gwansan-dong
3110161	440	Neunggok-dong	3110161 Neunggok-dong
3110162	580	Hwajeong 1(il)-dong	3110162 Hwajeong 1(il)-dong
3110163	203	Hwajeong 2(i)-dong	3110163 Hwajeong 2(i)-dong
3110164	784	Haengju-dong	3110164 Haengju-dong
3110165	157	Haengsin 1(il)-dong	3110165 Haengsin 1(il)-dong
3110166	253	Haengsin 2(i)-dong	3110166 Haengsin 2(i)-dong
3110167	121	Hwajeon-dong	3110167 Hwajeon-dong
3110168	197	Daedeok-dong	3110168 Daedeok-dong
3110169	409	Haengsin 3(sam)-dong	3110169 Haengsin 3(sam)-dong
31103	5776	Ilsandong-gu	31103 Ilsandong-gu
3110351	532	Siksa-dong	3110351 Siksa-dong
3110352	665	Jungsan-dong	3110352 Jungsan-dong
3110353	623	Jeongbalsan-dong	3110353 Jeongbalsan-dong
3110354	291	Pungsan-dong	3110354 Pungsan-dong
3110355	339	Baekseok 1(il)-dong	3110355 Baekseok 1(il)-dong
3110356	272	Madu 1(il)-dong	3110356 Madu 1(il)-dong
3110357	109	Madu 2(i)-dong	3110357 Madu 2(i)-dong
3110358	472	Janghang 1(il)-dong	3110358 Janghang 1(il)-dong
3110359	715	Janghang 2(i)-dong	3110359 Janghang 2(i)-dong
3110360	1293	Gobong-dong	3110360 Gobong-dong
3110361	465	Baekseok 2(i)-dong	3110361 Baekseok 2(i)-dong
31104	4423	Ilsanseo-gu	31104 Ilsanseo-gu
3110451	390	Ilsan 1(il)-dong	3110451 Ilsan 1(il)-dong
3110452	1555	Ilsan 2(i)-dong	3110452 Ilsan 2(i)-dong
3110453	112	Ilsan 3(sam)-dong	3110453 Ilsan 3(sam)-dong
3110454	482	Tanhyeon-dong	3110454 Tanhyeon-dong
3110455	190	Juyeop 1(il)-dong	3110455 Juyeop 1(il)-dong
3110456	212	Juyeop 2(i)-dong	3110456 Juyeop 2(i)-dong
3110457	529	Daehwa-dong	3110457 Daehwa-dong
3110458	207	Songpo-dong	3110458 Songpo-dong
3110459	746	Songsan-dong	3110459 Songsan-dong
31110	500	Gwacheon-si	31110 Gwacheon-si
3111051	58	Jungang-dong	3111051 Jungang-dong
3111052	96	Galhyeon-dong	3111052 Galhyeon-dong
3111053	96	Byeoryang-dong	3111053 Byeoryang-dong
3111054	66	Burim-dong	3111054 Burim-dong
3111055	123	Gwacheon-dong	3111055 Gwacheon-dong
3111056	61	Munwon-dong	3111056 Munwon-dong
31120	1745	Guri-si	31120 Guri-si
3112051	31	Galmae-dong	3112051 Galmae-dong
3112052	239	Donggu-dong	3112052 Donggu-dong
3112053	169	Inchang-dong	3112053 Inchang-dong
3112054	282	Gyomun 1(il)-dong	3112054 Gyomun 1(il)-dong
3112055	112	Gyomun 2(i)-dong	3112055 Gyomun 2(i)-dong
3112056	382	Sutaek 1(il)-dong	3112056 Sutaek 1(il)-dong
3112057	274	Sutaek 2(i)-dong	3112057 Sutaek 2(i)-dong
3112058	256	Sutaek 3(sam)-dong	3112058 Sutaek 3(sam)-dong
31130	7812	Namyangju-si	31130 Namyangju-si
3113011	519	Wabu-eup	3113011 Wabu-eup
3113012	1702	Jinjeop-eup	3113012 Jinjeop-eup
3113013	1764	Hwado-eup	3113013 Hwado-eup
3113014	641	Jingeon-eup	3113014 Jingeon-eup
3113015	618	Onam-eup	3113015 Onam-eup
3113031	168	Byeolnae-myeon	3113031 Byeolnae-myeon
3113032	221	Toegyewon-myeon	3113032 Toegyewon-myeon
3113034	509	Sudong-myeon	3113034 Sudong-myeon
3113035	59	Joan-myeon	3113035 Joan-myeon
3113051	267	Hopyeong-dong	3113051 Hopyeong-dong
3113052	288	Pyeongnae-dong	3113052 Pyeongnae-dong
3113053	148	Geumgok-dong	3113053 Geumgok-dong
3113054	113	Yangjeong-dong	3113054 Yangjeong-dong
3113055	142	Jigeum-dong	3113055 Jigeum-dong
3113056	266	Donong-dong	3113056 Donong-dong
3113057	387	Byeolnae-dong	3113057 Byeolnae-dong
31140	9696	Osan-si	31140 Osan-si
3114051	1965	Jungang-dong	3114051 Jungang-dong
3114052	2052	Daewon-dong	3114052 Daewon-dong
3114053	3913	Namchon-dong	3114053 Namchon-dong
3114054	1040	Sinjang-dong	3114054 Sinjang-dong
3114055	376	Sema-dong	3114055 Sema-dong
3114056	350	Chopyeong-dong	3114056 Chopyeong-dong
31150	37007	Siheung-si	31150 Siheung-si
3115051	644	Daeya-dong	3115051 Daeya-dong
3115052	814	Sincheon-dong	3115052 Sincheon-dong
3115053	532	Sinhyeon-dong	3115053 Sinhyeon-dong
3115054	401	Eunhaeng-dong	3115054 Eunhaeng-dong
3115055	325	Maehwa-dong	3115055 Maehwa-dong
3115056	280	Mokgam-dong	3115056 Mokgam-dong
3115059	324	Gwarim-dong	3115059 Gwarim-dong
3115061	2708	Jeongwang 2(i)-dong	3115061 Jeongwang 2(i)-dong
3115062	2516	Jeongwang 3(sam)-dong	3115062 Jeongwang 3(sam)-dong
3115063	257	Jeongwang 4(sa)-dong	3115063 Jeongwang 4(sa)-dong
3115064	14035	Jeongwangbon-dong	3115064 Jeongwangbon-dong
3115065	12609	Jeongwang 1(il)-dong	3115065 Jeongwang 1(il)-dong
3115067	237	Neunggok-dong	3115067 Neunggok-dong
3115068	621	Gunja-dong	3115068 Gunja-dong
3115069	399	Wolgok-dong	3115069 Wolgok-dong
3115070	248	Yeonseong-dong	3115070 Yeonseong-dong
3115071	57	Janggok-dong	3115071 Janggok-dong
31160	8637	Gunpo-si	31160 Gunpo-si
3116051	2594	Gunpo 1(il)-dong	3116051 Gunpo 1(il)-dong
3116052	509	Gunpo 2(i)-dong	3116052 Gunpo 2(i)-dong
3116054	3183	Sanbon 1(il)-dong	3116054 Sanbon 1(il)-dong
3116055	148	Sanbon 2(i)-dong	3116055 Sanbon 2(i)-dong
3116056	1296	Geumjeong-dong	3116056 Geumjeong-dong
3116057	270	Jaegung-dong	3116057 Jaegung-dong
3116058	138	Ogeum-dong	3116058 Ogeum-dong
3116059	117	Suri-dong	3116059 Suri-dong
3116060	44	Gungnae-dong	3116060 Gungnae-dong
3116061	276	Gwangjeong-dong	3116061 Gwangjeong-dong
3116062	62	Daeya-dong	3116062 Daeya-dong
31170	1836	Uiwang-si	31170 Uiwang-si
3117051	355	Gocheon-dong	3117051 Gocheon-dong
3117052	473	Bugok-dong	3117052 Bugok-dong
3117053	422	Ojeon-dong	3117053 Ojeon-dong
3117054	196	Naeson 1(il)-dong	3117054 Naeson 1(il)-dong
3117055	181	Naeson 2(i)-dong	3117055 Naeson 2(i)-dong
3117056	209	Cheonggye-dong	3117056 Cheonggye-dong
31180	2217	Hanam-si	31180 Hanam-si
3118051	241	Cheonhyeon-dong	3118051 Cheonhyeon-dong
3118052	143	Sinjang 1(il)-dong	3118052 Sinjang 1(il)-dong
3118053	267	Sinjang 2(i)-dong	3118053 Sinjang 2(i)-dong
3118054	157	Deokpung 1(il)-dong	3118054 Deokpung 1(il)-dong
3118055	285	Deokpung 2(i)-dong	3118055 Deokpung 2(i)-dong
3118056	301	Deokpung 3(sam)-dong	3118056 Deokpung 3(sam)-dong
3118058	307	Gambuk-dong	3118058 Gambuk-dong
3118059	200	Chungung-dong	3118059 Chungung-dong
3118060	129	Choi-dong	3118060 Choi-dong
3118061	57	Pungsan-dong	3118061 Pungsan-dong
3118062	84	Misa 1(il)-dong	3118062 Misa 1(il)-dong
3118063	46	Misa 2(i)-dong	3118063 Misa 2(i)-dong
31190	21542	Yongin-si	31190 Yongin-si
31191	10872	Cheoin-gu	31191 Cheoin-gu
3119111	1011	Pogok-eup	3119111 Pogok-eup
3119131	1514	Mohyeon-myeon	3119131 Mohyeon-myeon
3119132	1214	Namsa-myeon	3119132 Namsa-myeon
3119133	1422	Idong-myeon	3119133 Idong-myeon
3119134	667	Wonsam-myeon	3119134 Wonsam-myeon
3119135	728	Baegam-myeon	3119135 Baegam-myeon
3119136	747	Yangji-myeon	3119136 Yangji-myeon
3119151	1755	Jungang-dong	3119151 Jungang-dong
3119152	565	Yeoksam-dong	3119152 Yeoksam-dong
3119153	557	Yurim-dong	3119153 Yurim-dong
3119154	692	Dongbu-dong	3119154 Dongbu-dong
31192	6641	Giheung-gu	31192 Giheung-gu
3119252	890	Gugal-dong	3119252 Gugal-dong
3119253	798	Sanggal-dong	3119253 Sanggal-dong
3119254	393	Giheung-dong	3119254 Giheung-dong
3119255	913	Seonong-dong	3119255 Seonong-dong
3119256	331	Guseong-dong	3119256 Guseong-dong
3119257	250	Mabuk-dong	3119257 Mabuk-dong
3119258	595	Dongbaek-dong	3119258 Dongbaek-dong
3119259	505	Bojeong-dong	3119259 Bojeong-dong
3119260	277	Sangha-dong	3119260 Sangha-dong
3119261	1239	Singal-dong	3119261 Singal-dong
3119262	450	Yeongdeok-dong	3119262 Yeongdeok-dong
31193	4029	Suji-gu	31193 Suji-gu
3119351	773	Pungdoekcheon 1(il)-dong	3119351 Pungdoekcheon 1(il)-dong
3119352	379	Pungdoekcheon 2(i)-dong	3119352 Pungdoekcheon 2(i)-dong
3119353	240	Sinbong-dong	3119353 Sinbong-dong
3119354	1115	Jukjeon 1(il)-dong	3119354 Jukjeon 1(il)-dong
3119355	162	Jukjeon 2(i)-dong	3119355 Jukjeon 2(i)-dong
3119356	454	Dongcheon-dong	3119356 Dongcheon-dong
3119357	217	Sanghyeon 1(il)-dong	3119357 Sanghyeon 1(il)-dong
3119358	175	Sanghyeon 2(i)-dong	3119358 Sanghyeon 2(i)-dong
3119359	514	Seongbok-dong	3119359 Seongbok-dong
31200	12891	Paju-si	31200 Paju-si
3120011	965	Munsan-eup	3120011 Munsan-eup
3120012	898	Paju-eup	3120012 Paju-eup
3120013	690	Beobwon-eup	3120013 Beobwon-eup
3120015	1648	Jori-eup	3120015 Jori-eup
3120031	993	Wollong-myeon	3120031 Wollong-myeon
3120032	1070	Tanhyeon-myeon	3120032 Tanhyeon-myeon
3120035	2121	Gwangtan-myeon	3120035 Gwangtan-myeon
3120036	264	Papyeong-myeon	3120036 Papyeong-myeon
3120037	123	Jeokseong-myeon	3120037 Jeokseong-myeon
3120038		Gunnae-myeon	3120038 Gunnae-myeon
3120052	353	Geumchon 2(i)-dong	3120052 Geumchon 2(i)-dong
3120053	848	Geumchon 1(il)-dong	3120053 Geumchon 1(il)-dong
3120054	582	Geumchon 3(sam)-dong	3120054 Geumchon 3(sam)-dong
3120055	1179	Gyoha-dong	3120055 Gyoha-dong
3120056	427	Unjung 1(il)-dong	3120056 Unjung 1(il)-dong
3120057	213	Unjung 2(i)-dong	3120057 Unjung 2(i)-dong
3120058	515	Unjung 3(sam)-dong	3120058 Unjung 3(sam)-dong
31210	7684	Icheon-si	31210 Icheon-si
3121011	579	Janghowon-eup	3121011 Janghowon-eup
3121012	724	Bubal-eup	3121012 Bubal-eup
3121031	696	Sindun-myeon	3121031 Sindun-myeon
3121032	1129	Baeksa-myeon	3121032 Baeksa-myeon
3121033	574	Hobeop-myeon	3121033 Hobeop-myeon
3121034	583	Majang-myeon	3121034 Majang-myeon
3121035	534	Daewol-myeon	3121035 Daewol-myeon
3121036	552	Moga-myeon	3121036 Moga-myeon
3121037	287	Seolseong-myeon	3121037 Seolseong-myeon
3121038	426	Yul-myeon	3121038 Yul-myeon
3121051	517	Changjeon-dong	3121051 Changjeon-dong
3121052	507	Jungni-dong	3121052 Jungni-dong
3121053	338	Gwango-dong	3121053 Gwango-dong
3121054	238	jeungpo-dong	3121054 jeungpo-dong
31220	11801	Anseong-si	31220 Anseong-si
3122011	1502	Gongdo-eup	3122011 Gongdo-eup
